Datum;BundeslandID;Name;BestaetigteFaelleBundeslaender;Todesfaelle;Genesen;Hospitalisierung;Intensivstation;Testungen;TestungenPCR;TestungenAntigen
2021-04-04T09:30:00+02:00;3;Niederösterreich;95977;1570;85291;453;121;5627205;1459284;4167921
2021-04-04T09:30:00+02:00;4;Oberösterreich;100794;1615;94980;296;71;3528840;626331;2902509
2021-04-04T09:30:00+02:00;5;Salzburg;44205;541;41220;110;20;1475805;326547;1149258
2021-04-04T09:30:00+02:00;6;Steiermark;67305;1870;61277;311;55;2994313;602646;2391667
2021-04-04T09:30:00+02:00;7;Tirol;55041;597;51857;147;28;2452467;736297;1716170
2021-04-04T09:30:00+02:00;8;Vorarlberg;25631;282;24524;28;3;1404146;200514;1203632
2021-04-04T09:30:00+02:00;9;Wien;118870;1937;106627;711;223;5132574;2407832;2724742
2021-04-04T09:30:00+02:00;10;Österreich;558755;9449;512642;2213;554;24647471;6800940;17846531
2021-04-05T09:30:00+02:00;1;Burgenland;16397;289;14796;82;21;1013451;188113;825338
2021-04-05T09:30:00+02:00;2;Kärnten;34727;750;32353;90;13;1023928;254782;769146
2021-04-05T09:30:00+02:00;3;Niederösterreich;96520;1574;85977;470;123;5667003;1468744;4198259
2021-04-05T09:30:00+02:00;4;Oberösterreich;101188;1622;95566;315;70;3554759;628066;2926693
2021-04-05T09:30:00+02:00;5;Salzburg;44302;542;41386;105;20;1477274;327327;1149947
2021-04-05T09:30:00+02:00;6;Steiermark;67549;1873;61654;326;60;2995783;604116;2391667
2021-04-05T09:30:00+02:00;7;Tirol;55211;597;52060;150;30;2470439;740979;1729460
2021-04-05T09:30:00+02:00;8;Vorarlberg;25657;282;24574;28;3;1407607;200919;1206688
2021-04-05T09:30:00+02:00;9;Wien;119421;1953;107718;746;224;5169561;2427382;2742179
2021-04-05T09:30:00+02:00;10;Österreich;560972;9482;516084;2312;564;24779805;6840428;17939377
2021-04-06T09:30:00+02:00;1;Burgenland;16459;289;14879;83;21;1022796;188567;834229
2021-04-06T09:30:00+02:00;2;Kärnten;34860;750;32353;95;13;1024436;255285;769151
2021-04-06T09:30:00+02:00;3;Niederösterreich;96931;1591;86779;462;116;5724746;1475199;4249547
2021-04-06T09:30:00+02:00;4;Oberösterreich;101510;1628;96035;328;73;3596428;629818;2966610
2021-04-06T09:30:00+02:00;5;Salzburg;44443;543;41611;113;22;1488972;328297;1160675
2021-04-06T09:30:00+02:00;6;Steiermark;67772;1877;62087;342;61;3020536;605935;2414601
2021-04-06T09:30:00+02:00;7;Tirol;55382;597;52327;154;33;2491656;747621;1744035
2021-04-06T09:30:00+02:00;8;Vorarlberg;25688;282;24616;35;6;1426164;201209;1224955
2021-04-06T09:30:00+02:00;9;Wien;119862;1960;108515;783;233;5203615;2435707;2767908
2021-04-06T09:30:00+02:00;10;Österreich;562907;9517;519202;2395;578;24999349;6867638;18131711
2021-04-07T09:30:00+02:00;1;Burgenland;16562;290;14989;91;20;1033403;189366;844037
2021-04-07T09:30:00+02:00;2;Kärnten;35019;753;32686;92;17;1038815;256459;782356
2021-04-07T09:30:00+02:00;3;Niederösterreich;97405;1595;87548;520;126;5801219;1481130;4320089
2021-04-07T09:30:00+02:00;4;Oberösterreich;101967;1631;96481;331;72;3656302;631815;3024487
2021-04-07T09:30:00+02:00;5;Salzburg;44640;543;41856;117;23;1530422;329902;1200520
2021-04-07T09:30:00+02:00;6;Steiermark;68024;1882;62432;359;65;3091240;609540;2481700
2021-04-07T09:30:00+02:00;7;Tirol;55593;598;52610;151;30;2650259;753905;1896354
2021-04-07T09:30:00+02:00;8;Vorarlberg;25806;282;24649;32;7;1458976;210354;1248622
2021-04-07T09:30:00+02:00;9;Wien;120992;1972;109523;762;221;5255361;2473660;2781701
2021-04-07T09:30:00+02:00;10;Österreich;566008;9546;522774;2455;581;25515997;6936131;18579866
2021-04-08T09:30:00+02:00;1;Burgenland;16655;295;15160;93;25;1047236;190519;856717
2021-04-08T09:30:00+02:00;2;Kärnten;35183;755;32780;87;15;1072569;257448;815121
2021-04-08T09:30:00+02:00;3;Niederösterreich;97770;1604;88077;500;123;5879319;1487543;4391776
2021-04-08T09:30:00+02:00;4;Oberösterreich;102471;1632;96804;316;70;3723290;634877;3088413
2021-04-08T09:30:00+02:00;5;Salzburg;44761;545;42061;112;22;1552358;331327;1221031
2021-04-08T09:30:00+02:00;6;Steiermark;68365;1889;62744;362;63;3125254;612388;2512866
2021-04-08T09:30:00+02:00;7;Tirol;55790;603;52858;156;30;2665899;759518;1906381
2021-04-08T09:30:00+02:00;8;Vorarlberg;25904;283;24653;33;7;1482416;211060;1271356
2021-04-08T09:30:00+02:00;9;Wien;122015;1980;110545;757;223;5320157;2518947;2801210
2021-04-08T09:30:00+02:00;10;Österreich;568914;9586;525682;2416;578;25868498;7003627;18864871
2021-04-09T09:30:00+02:00;1;Burgenland;16775;296;15325;92;26;1056992;190718;866274
2021-04-09T09:30:00+02:00;2;Kärnten;35438;757;32967;94;16;1073542;258421;815121
2021-04-09T09:30:00+02:00;3;Niederösterreich;98301;1614;88716;492;121;5950688;1500073;4450615
2021-04-09T09:30:00+02:00;4;Oberösterreich;102929;1634;97342;320;67;3777942;636911;3141031
2021-04-09T09:30:00+02:00;5;Salzburg;44995;545;42267;109;22;1574675;333300;1241375
2021-04-09T09:30:00+02:00;6;Steiermark;68592;1900;63057;346;62;3155878;615068;2540810
2021-04-09T09:30:00+02:00;7;Tirol;56032;603;53128;145;31;2680352;764801;1915551
2021-04-09T09:30:00+02:00;8;Vorarlberg;26010;283;24673;34;9;1506813;211873;1294940
2021-04-09T09:30:00+02:00;9;Wien;122544;1992;111716;762;226;5384956;2568944;2816012
2021-04-09T09:30:00+02:00;10;Österreich;571616;9624;529191;2394;580;26161838;7080109;19081729
2021-04-10T09:30:00+02:00;1;Burgenland;16849;299;15440;93;24;1074010;192082;881928
2021-04-10T09:30:00+02:00;2;Kärnten;35667;759;33181;92;14;1074447;259287;815160
2021-04-10T09:30:00+02:00;3;Niederösterreich;98859;1625;89572;490;120;6031253;1512942;4518311
2021-04-10T09:30:00+02:00;4;Oberösterreich;103453;1638;97825;302;66;3815087;639278;3175809
2021-04-10T09:30:00+02:00;5;Salzburg;45192;545;42470;105;25;1599158;334662;1264496
2021-04-10T09:30:00+02:00;6;Steiermark;69040;1907;63406;338;60;3192321;617164;2575157
2021-04-10T09:30:00+02:00;7;Tirol;56210;604;53402;146;34;2696118;769685;1926433
2021-04-10T09:30:00+02:00;8;Vorarlberg;26107;284;24720;34;8;1541976;212752;1329224
2021-04-10T09:30:00+02:00;9;Wien;123378;2001;112523;759;235;5453864;2613347;2840517
2021-04-10T09:30:00+02:00;10;Österreich;574755;9662;532539;2359;586;26478234;7151199;19327035
2021-04-11T09:30:00+02:00;1;Burgenland;16901;300;15542;81;23;1080084;192865;887219
2021-04-11T09:30:00+02:00;2;Kärnten;35785;760;33396;94;14;1075064;259873;815191
2021-04-11T09:30:00+02:00;3;Niederösterreich;99396;1630;90373;484;125;6091597;1522522;4569075
2021-04-11T09:30:00+02:00;4;Oberösterreich;103874;1641;98321;299;68;3838614;641239;3197375
2021-04-11T09:30:00+02:00;5;Salzburg;45308;546;42649;110;25;1609352;335478;1273874
2021-04-11T09:30:00+02:00;6;Steiermark;69324;1912;63690;312;58;3218761;619362;2599399
2021-04-11T09:30:00+02:00;7;Tirol;56331;605;53592;138;35;2710948;772907;1938041
2021-04-11T09:30:00+02:00;8;Vorarlberg;26198;285;24798;35;11;1561244;213437;1347807
2021-04-11T09:30:00+02:00;9;Wien;123890;2008;113437;752;243;5493411;2636299;2857112
2021-04-11T09:30:00+02:00;10;Österreich;577007;9687;535798;2305;602;26679075;7193982;19485093
2021-04-12T09:30:00+02:00;1;Burgenland;16938;300;15600;87;22;1088980;193387;895593
2021-04-12T09:30:00+02:00;2;Kärnten;35906;760;33565;92;13;1075839;260607;815232
2021-04-12T09:30:00+02:00;3;Niederösterreich;99810;1633;91005;492;132;6150105;1532200;4617905
2021-04-12T09:30:00+02:00;4;Oberösterreich;104191;1643;98740;322;73;3867780;642839;3224941
2021-04-12T09:30:00+02:00;5;Salzburg;45347;546;42792;105;25;1610352;336166;1274186
2021-04-12T09:30:00+02:00;6;Steiermark;69540;1914;63978;311;59;3219891;620492;2599399
2021-04-12T09:30:00+02:00;7;Tirol;56519;605;53865;137;32;2730185;777665;1952520
2021-04-12T09:30:00+02:00;8;Vorarlberg;26269;285;24855;38;10;1570346;214084;1356262
2021-04-12T09:30:00+02:00;9;Wien;124430;2020;114209;778;245;5535105;2654569;2880536
2021-04-12T09:30:00+02:00;10;Österreich;578950;9706;538609;2362;611;26848583;7232009;19616574
2021-04-13T09:30:00+02:00;1;Burgenland;17004;302;15701;85;21;1103951;194033;909918
2021-04-13T09:30:00+02:00;2;Kärnten;36063;761;33748;83;13;1078270;262976;815294
2021-04-13T09:30:00+02:00;3;Niederösterreich;100258;1644;91646;496;132;6231831;1540451;4691380
2021-04-13T09:30:00+02:00;4;Oberösterreich;104567;1649;99159;298;74;3919154;645042;3274112
2021-04-13T09:30:00+02:00;5;Salzburg;45503;547;43025;110;27;1643547;337913;1305634
2021-04-13T09:30:00+02:00;6;Steiermark;69803;1918;64289;360;61;3268387;622791;2645596
2021-04-13T09:30:00+02:00;7;Tirol;56749;607;54113;137;33;2745213;782826;1962387
2021-04-13T09:30:00+02:00;8;Vorarlberg;26367;285;24928;38;9;1595090;214938;1380152
2021-04-13T09:30:00+02:00;9;Wien;124949;2035;115177;780;229;5612418;2699569;2912849
2021-04-13T09:30:00+02:00;10;Österreich;581263;9748;541786;2387;599;27197861;7300539;19897322
2021-04-14T09:30:00+02:00;1;Burgenland;17092;303;15796;85;27;1114375;195012;919363
2021-04-14T09:30:00+02:00;2;Kärnten;36276;765;33881;87;14;1133191;264027;869164
2021-04-14T09:30:00+02:00;3;Niederösterreich;100620;1651;92346;460;127;6293966;1547429;4746537
2021-04-14T09:30:00+02:00;4;Oberösterreich;105091;1655;99561;297;70;3956051;647628;3308423
2021-04-14T09:30:00+02:00;5;Salzburg;45685;548;43221;110;27;1661810;339601;1322209
2021-04-14T09:30:00+02:00;6;Steiermark;70153;1923;64638;337;56;3323246;628255;2694991
2021-04-14T09:30:00+02:00;7;Tirol;56993;608;54321;131;31;2915780;788036;2127744
2021-04-14T09:30:00+02:00;8;Vorarlberg;26458;285;25010;35;11;1615633;215594;1400039
2021-04-14T09:30:00+02:00;9;Wien;125837;2041;116215;758;223;5689086;2749355;2939731
2021-04-14T09:30:00+02:00;10;Österreich;584205;9779;544989;2300;586;27703138;7374937;20328201
2021-04-15T09:30:00+02:00;1;Burgenland;17161;308;15927;79;28;1124722;195989;928733
2021-04-15T09:30:00+02:00;2;Kärnten;36431;768;34005;84;15;1134988;265061;869927
2021-04-15T09:30:00+02:00;3;Niederösterreich;101080;1658;92967;449;123;6372472;1559584;4812888
2021-04-15T09:30:00+02:00;4;Oberösterreich;105646;1661;99943;272;64;4017569;650147;3367422
2021-04-15T09:30:00+02:00;5;Salzburg;45842;548;43390;97;23;1680364;341302;1339062
2021-04-15T09:30:00+02:00;6;Steiermark;70414;1925;64931;333;57;3350944;630804;2720140
2021-04-15T09:30:00+02:00;7;Tirol;57240;609;54488;132;36;2930215;792534;2137681
2021-04-15T09:30:00+02:00;8;Vorarlberg;26570;285;25068;33;10;1638246;216525;1421721
2021-04-15T09:30:00+02:00;9;Wien;126499;2051;116885;718;221;5762561;2794278;2968283
2021-04-15T09:30:00+02:00;10;Österreich;586883;9813;547604;2197;577;28012081;7446224;20565857
2021-04-16T09:30:00+02:00;1;Burgenland;17204;310;16028;77;26;1137008;197129;939879
2021-04-16T09:30:00+02:00;2;Kärnten;36615;770;34157;84;15;1136054;266127;869927
2021-04-16T09:30:00+02:00;3;Niederösterreich;101473;1664;93511;442;126;6442862;1570743;4872119
2021-04-16T09:30:00+02:00;4;Oberösterreich;106018;1666;100255;265;64;4048640;652499;3396141
2021-04-16T09:30:00+02:00;5;Salzburg;45956;551;43523;91;20;1698584;342628;1355956
2021-04-16T09:30:00+02:00;6;Steiermark;70788;1928;65192;295;55;3378556;632973;2745583
2021-04-16T09:30:00+02:00;7;Tirol;57477;610;54668;133;37;2944140;796670;2147470
2021-04-16T09:30:00+02:00;8;Vorarlberg;26652;285;25137;29;9;1661149;217215;1443934
2021-04-16T09:30:00+02:00;9;Wien;127116;2059;117999;706;206;5851627;2854118;2997509
2021-04-16T09:30:00+02:00;10;Österreich;589299;9843;550470;2122;558;28298620;7530102;20768518
2021-04-17T09:30:00+02:00;1;Burgenland;17238;310;16103;69;26;1154895;197915;956980
2021-04-17T09:30:00+02:00;2;Kärnten;36784;774;34352;83;15;1137011;267048;869963
2021-04-17T09:30:00+02:00;3;Niederösterreich;101957;1669;94052;429;124;6520787;1582013;4938774
2021-04-17T09:30:00+02:00;4;Oberösterreich;106490;1668;100731;262;66;4084120;655064;3429056
2021-04-17T09:30:00+02:00;5;Salzburg;46124;552;43650;90;20;1720004;343055;1376949
2021-04-17T09:30:00+02:00;6;Steiermark;70614;1932;65161;290;56;3416045;635057;2780988
2021-04-17T09:30:00+02:00;7;Tirol;57713;610;54857;135;38;2959494;801051;2158443
2021-04-17T09:30:00+02:00;8;Vorarlberg;26734;285;25186;27;9;1696208;218209;1477999
2021-04-17T09:30:00+02:00;9;Wien;127693;2070;118527;693;194;5927405;2899267;3028138
2021-04-17T09:30:00+02:00;10;Österreich;591347;9870;552619;2078;548;28615969;7598679;21017290
2021-04-18T09:30:00+02:00;1;Burgenland;17283;312;16178;63;26;1163700;198548;965152
2021-04-18T09:30:00+02:00;2;Kärnten;36932;776;34519;81;12;1137889;267899;869990
2021-04-18T09:30:00+02:00;3;Niederösterreich;102362;1675;94686;419;123;6575467;1592651;4982816
2021-04-18T09:30:00+02:00;4;Oberösterreich;106877;1670;101219;271;67;4105264;657015;3448249
2021-04-18T09:30:00+02:00;5;Salzburg;46222;553;43799;91;22;1730191;344745;1385446
2021-04-18T09:30:00+02:00;6;Steiermark;70872;1934;65406;285;57;3441078;636705;2804373
2021-04-18T09:30:00+02:00;7;Tirol;57893;610;55060;123;36;2972051;804834;2167217
2021-04-18T09:30:00+02:00;8;Vorarlberg;26802;285;25273;28;9;1714868;218906;1495962
2021-04-18T09:30:00+02:00;9;Wien;128180;2083;119078;650;194;5983389;2929580;3053809
2021-04-18T09:30:00+02:00;10;Österreich;593423;9898;555218;2011;546;28823897;7650883;21173014
2021-04-19T09:30:00+02:00;1;Burgenland;17333;313;16235;63;25;1171788;199123;972665
2021-04-19T09:30:00+02:00;2;Kärnten;37026;776;34722;82;17;1138933;268927;870006
2021-04-19T09:30:00+02:00;3;Niederösterreich;102673;1678;95149;441;117;6650205;1601724;5048481
2021-04-19T09:30:00+02:00;4;Oberösterreich;107209;1674;101695;280;70;4134116;658828;3475288
2021-04-19T09:30:00+02:00;5;Salzburg;46313;553;43937;99;24;1731233;345588;1385645
2021-04-19T09:30:00+02:00;6;Steiermark;71114;1940;65684;288;55;3442908;638535;2804373
2021-04-19T09:30:00+02:00;7;Tirol;58091;610;55208;122;37;2988916;809010;2179906
2021-04-19T09:30:00+02:00;8;Vorarlberg;26931;285;25318;33;10;1723374;219697;1503677
2021-04-19T09:30:00+02:00;9;Wien;128850;2093;119519;692;215;6033077;2946385;3086692
2021-04-19T09:30:00+02:00;10;Österreich;595540;9922;557467;2100;570;29014550;7687817;21326733
2021-04-20T09:30:00+02:00;1;Burgenland;17363;317;16299;67;26;1189714;199704;990010
2021-04-20T09:30:00+02:00;2;Kärnten;37197;778;34894;77;18;1139991;269985;870006
2021-04-20T09:30:00+02:00;3;Niederösterreich;102895;1686;95640;436;118;6730991;1608879;5122112
2021-04-20T09:30:00+02:00;4;Oberösterreich;107543;1679;102176;265;67;4185277;661486;3523791
2021-04-20T09:30:00+02:00;5;Salzburg;46515;555;44108;96;23;1761166;347324;1413842
2021-04-20T09:30:00+02:00;6;Steiermark;71427;1945;65968;303;51;3479116;642020;2837096
2021-04-20T09:30:00+02:00;7;Tirol;58386;612;55380;128;39;3003253;813888;2189365
2021-04-20T09:30:00+02:00;8;Vorarlberg;27036;285;25378;38;12;1749147;220584;1528563
2021-04-20T09:30:00+02:00;9;Wien;129204;2102;120649;702;211;6096511;2984751;3111760
2021-04-20T09:30:00+02:00;10;Österreich;597566;9959;560492;2112;565;29335166;7748621;21586545
2021-04-21T09:30:00+02:00;1;Burgenland;17431;319;16401;67;24;1202809;200292;1002517
2021-04-21T09:30:00+02:00;2;Kärnten;37344;781;35030;79;19;1202792;272272;930520
2021-04-21T09:30:00+02:00;3;Niederösterreich;103246;1692;96080;418;116;6790389;1616859;5173530
2021-04-21T09:30:00+02:00;4;Oberösterreich;108030;1683;102552;250;64;4240167;664034;3576133
2021-04-21T09:30:00+02:00;5;Salzburg;46710;557;44279;96;22;1518728;348700;1170028
2021-04-21T09:30:00+02:00;6;Steiermark;71811;1954;66238;289;51;3564343;646316;2918027
2021-04-21T09:30:00+02:00;7;Tirol;58650;613;55551;122;38;3129479;818608;2310871
2021-04-21T09:30:00+02:00;8;Vorarlberg;27142;287;25453;36;14;1773612;221386;1552226
2021-04-21T09:30:00+02:00;9;Wien;129725;2111;121672;652;209;6175290;3044452;3130838
2021-04-21T09:30:00+02:00;10;Österreich;600089;9997;563256;2009;557;29597609;7832919;21764690
2021-04-22T09:30:00+02:00;1;Burgenland;17473;319;16481;62;25;1214446;200475;1013971
2021-04-22T09:30:00+02:00;2;Kärnten;37421;783;35152;75;19;1204349;273237;931112
2021-04-22T09:30:00+02:00;3;Niederösterreich;103533;1693;96546;397;113;6876060;1628799;5247261
2021-04-22T09:30:00+02:00;4;Oberösterreich;108520;1688;102906;258;61;4293292;666284;3627008
2021-04-22T09:30:00+02:00;5;Salzburg;46799;558;44454;87;19;1532902;350537;1182365
2021-04-22T09:30:00+02:00;6;Steiermark;72201;1958;66487;274;48;3598517;648566;2949951
2021-04-22T09:30:00+02:00;7;Tirol;58882;613;55750;110;37;3142482;822862;2319620
2021-04-22T09:30:00+02:00;8;Vorarlberg;27280;288;25536;38;11;1798832;222269;1576563
2021-04-22T09:30:00+02:00;9;Wien;130385;2126;122201;643;194;6244690;3092399;3152291
2021-04-22T09:30:00+02:00;10;Österreich;602494;10026;565513;1944;527;29905570;7905428;22000142
2021-04-23T09:30:00+02:00;1;Burgenland;17526;321;16552;62;25;1231480;201562;1029918
2021-04-23T09:30:00+02:00;2;Kärnten;37551;784;35291;67;17;1205413;274301;931112
2021-04-23T09:30:00+02:00;3;Niederösterreich;103918;1696;97003;389;114;6935793;1637977;5297816
2021-04-23T09:30:00+02:00;4;Oberösterreich;108933;1691;103304;239;62;4327249;669163;3658086
2021-04-23T09:30:00+02:00;5;Salzburg;46928;558;44598;84;19;1546930;352320;1194610
2021-04-23T09:30:00+02:00;6;Steiermark;72558;1965;66828;259;45;3631516;651527;2979989
2021-04-23T09:30:00+02:00;7;Tirol;59088;614;56002;108;34;3156998;827453;2329545
2021-04-23T09:30:00+02:00;8;Vorarlberg;27446;288;25600;40;10;1825998;223510;1602488
2021-04-23T09:30:00+02:00;9;Wien;130875;2138;123035;618;191;6325084;3150598;3174486
2021-04-23T09:30:00+02:00;10;Österreich;604823;10055;568213;1866;517;30186461;7988411;22198050
2021-04-24T09:30:00+02:00;1;Burgenland;17571;322;16611;60;26;1248424;203871;1044553
2021-04-24T09:30:00+02:00;2;Kärnten;37691;786;35477;63;18;1206460;275290;931170
2021-04-24T09:30:00+02:00;3;Niederösterreich;104250;1699;97475;370;111;7012894;1647745;5365149
2021-04-24T09:30:00+02:00;4;Oberösterreich;109363;1691;103782;227;64;4361230;671358;3689872
2021-04-24T09:30:00+02:00;5;Salzburg;47035;558;44730;81;20;1564143;353228;1210915
2021-04-24T09:30:00+02:00;6;Steiermark;72868;1968;67109;276;45;3668920;653834;3015086
2021-04-24T09:30:00+02:00;7;Tirol;59258;616;56254;105;33;3172521;832538;2339983
2021-04-24T09:30:00+02:00;8;Vorarlberg;27565;288;25699;36;8;1862837;224465;1638372
2021-04-24T09:30:00+02:00;9;Wien;131353;2142;123547;627;182;6391625;3192843;3198782
2021-04-24T09:30:00+02:00;10;Österreich;606954;10070;570684;1845;507;30489054;8055172;22433882
2021-04-25T09:30:00+02:00;1;Burgenland;17608;322;16702;60;26;1254623;204591;1050032
2021-04-25T09:30:00+02:00;2;Kärnten;37793;788;35640;75;19;1207518;276321;931197
2021-04-25T09:30:00+02:00;3;Niederösterreich;104568;1703;98016;357;111;7058283;1656270;5402013
2021-04-25T09:30:00+02:00;4;Oberösterreich;109764;1693;104269;232;65;4381457;673415;3708042
2021-04-25T09:30:00+02:00;5;Salzburg;47153;559;44845;72;20;1572482;354166;1218316
2021-04-25T09:30:00+02:00;6;Steiermark;73155;1970;67414;260;45;3693524;655814;3037710
2021-04-25T09:30:00+02:00;7;Tirol;59423;616;56443;102;34;3184728;835790;2348938
2021-04-25T09:30:00+02:00;8;Vorarlberg;27731;288;25739;35;7;1883502;225483;1658019
2021-04-25T09:30:00+02:00;9;Wien;131784;2148;124087;593;195;6452495;3235451;3217044
2021-04-25T09:30:00+02:00;10;Österreich;608979;10087;573155;1786;522;30688612;8117301;22571311
2021-04-26T09:30:00+02:00;1;Burgenland;17625;323;16734;58;25;1263842;205175;1058667
2021-04-26T09:30:00+02:00;2;Kärnten;37889;788;35765;81;20;1208264;277020;931244
2021-04-26T09:30:00+02:00;3;Niederösterreich;104817;1706;98391;361;115;7094047;1663300;5430747
2021-04-26T09:30:00+02:00;4;Oberösterreich;110010;1693;104688;246;67;4409268;675453;3733815
2021-04-26T09:30:00+02:00;5;Salzburg;47240;560;44970;73;17;1573674;355187;1218487
2021-04-26T09:30:00+02:00;6;Steiermark;73448;1971;67656;272;49;3695653;657943;3037710
2021-04-26T09:30:00+02:00;7;Tirol;59549;616;56626;105;33;3201879;839405;2362474
2021-04-26T09:30:00+02:00;8;Vorarlberg;27847;289;25781;37;8;1895824;226219;1669605
2021-04-26T09:30:00+02:00;9;Wien;132120;2152;124606;591;183;6493900;3251340;3242560
2021-04-26T09:30:00+02:00;10;Österreich;610545;10098;575217;1824;517;30836351;8151042;22685309
2021-04-27T09:30:00+02:00;1;Burgenland;17668;323;16785;62;24;1276822;205738;1071084
2021-04-27T09:30:00+02:00;2;Kärnten;38000;790;35960;74;22;1208866;277596;931270
2021-04-27T09:30:00+02:00;3;Niederösterreich;104982;1709;98739;375;110;7154029;1668081;5485948
2021-04-27T09:30:00+02:00;4;Oberösterreich;110313;1694;105147;246;67;4459169;677635;3781534
2021-04-27T09:30:00+02:00;5;Salzburg;47472;563;45126;77;19;1600367;356773;1243594
2021-04-27T09:30:00+02:00;6;Steiermark;73727;1974;68019;291;52;3750005;660673;3089332
2021-04-27T09:30:00+02:00;7;Tirol;59753;618;56817;106;32;3328477;843909;2484568
2021-04-27T09:30:00+02:00;8;Vorarlberg;27959;292;25890;37;8;1924083;227129;1696954
2021-04-27T09:30:00+02:00;9;Wien;132296;2163;125494;629;186;6561234;3298593;3262641
2021-04-27T09:30:00+02:00;10;Österreich;612170;10126;577977;1897;520;31263052;8216127;23046925
2021-04-28T09:30:00+02:00;1;Burgenland;17700;323;16832;60;21;1291681;206442;1085239
2021-04-28T09:30:00+02:00;2;Kärnten;38155;791;36098;57;16;1161128;280360;880768
2021-04-28T09:30:00+02:00;3;Niederösterreich;105391;1713;99136;348;107;7208320;1674195;5534125
2021-04-28T09:30:00+02:00;4;Oberösterreich;110663;1697;105504;226;64;4389973;680107;3709866
2021-04-28T09:30:00+02:00;5;Salzburg;47632;564;45283;79;19;1613703;358134;1255569
2021-04-28T09:30:00+02:00;6;Steiermark;74032;1978;68230;304;55;3708703;663225;3045478
2021-04-28T09:30:00+02:00;7;Tirol;59981;619;57096;109;33;3340308;848486;2491822
2021-04-28T09:30:00+02:00;8;Vorarlberg;28082;292;25995;36;8;1950206;228431;1721775
2021-04-28T09:30:00+02:00;9;Wien;132874;2175;126156;577;193;6653687;3367080;3286607
2021-04-28T09:30:00+02:00;10;Österreich;614510;10152;580330;1796;516;31317709;8306460;23011249
2021-04-29T09:30:00+02:00;1;Burgenland;17749;323;16886;61;21;1300878;207208;1093670
2021-04-29T09:30:00+02:00;2;Kärnten;38282;792;36233;60;13;1164016;281243;882773
2021-04-29T09:30:00+02:00;3;Niederösterreich;105672;1716;99497;328;102;7268736;1684338;5584398
2021-04-29T09:30:00+02:00;4;Oberösterreich;111077;1698;105844;215;62;4444219;682620;3761599
2021-04-29T09:30:00+02:00;5;Salzburg;47819;564;45419;95;32;1628525;359739;1268786
2021-04-29T09:30:00+02:00;6;Steiermark;74367;1984;68525;296;57;3742240;668175;3074065
2021-04-29T09:30:00+02:00;7;Tirol;60191;621;57291;103;32;3361451;852764;2508687
2021-04-29T09:30:00+02:00;8;Vorarlberg;28248;292;26107;36;9;1976810;229525;1747285
2021-04-29T09:30:00+02:00;9;Wien;133334;2189;126773;538;181;6702849;3395756;3307093
2021-04-29T09:30:00+02:00;10;Österreich;616739;10179;582575;1732;509;31589724;8361368;23228356
2021-04-30T09:30:00+02:00;1;Burgenland;17794;324;16937;52;19;1316161;208076;1108085
2021-04-30T09:30:00+02:00;2;Kärnten;38419;795;36375;56;12;1166943;282148;884795
2021-04-30T09:30:00+02:00;3;Niederösterreich;105930;1717;99866;313;102;7308464;1692649;5615815
2021-04-30T09:30:00+02:00;4;Oberösterreich;111433;1700;106185;206;63;4477521;685211;3792310
2021-04-30T09:30:00+02:00;5;Salzburg;47916;564;45528;89;19;1645400;361401;1283999
2021-04-30T09:30:00+02:00;6;Steiermark;74750;1992;68810;302;54;3778686;671026;3107660
2021-04-30T09:30:00+02:00;7;Tirol;60391;621;57555;102;30;3374877;856819;2518058
2021-04-30T09:30:00+02:00;8;Vorarlberg;28402;294;26171;37;10;2004875;230807;1774068
2021-04-30T09:30:00+02:00;9;Wien;133835;2198;127350;516;192;6819977;3482080;3337897
2021-04-30T09:30:00+02:00;10;Österreich;618870;10205;584777;1673;501;31892904;8470217;23422687
2021-05-01T09:30:00+02:00;1;Burgenland;17835;326;16992;47;18;1339910;208614;1131296
2021-05-01T09:30:00+02:00;2;Kärnten;38508;797;36512;50;8;1197118;283041;914077
2021-05-01T09:30:00+02:00;3;Niederösterreich;106197;1720;100242;294;95;7373844;1701278;5672566
2021-05-01T09:30:00+02:00;4;Oberösterreich;111769;1706;106667;209;62;4510075;687359;3822716
2021-05-01T09:30:00+02:00;5;Salzburg;48012;565;45680;85;22;1665986;362533;1303453
2021-05-01T09:30:00+02:00;6;Steiermark;75048;1997;69146;281;50;3817717;673360;3144357
2021-05-01T09:30:00+02:00;7;Tirol;60536;624;57793;104;29;3388931;860969;2527962
2021-05-01T09:30:00+02:00;8;Vorarlberg;28535;294;26246;37;10;2043302;232607;1810695
2021-05-01T09:30:00+02:00;9;Wien;134045;2204;127837;491;190;6891523;3527538;3363985
2021-05-01T09:30:00+02:00;10;Österreich;620485;10233;587115;1598;484;32228406;8537299;23691107
2021-05-02T09:30:00+02:00;1;Burgenland;17868;326;17032;40;18;1345076;209031;1136045
2021-05-02T09:30:00+02:00;2;Kärnten;38627;797;36638;57;8;1197990;283806;914184
2021-05-02T09:30:00+02:00;3;Niederösterreich;106362;1723;100559;288;93;7405558;1708412;5697146
2021-05-02T09:30:00+02:00;4;Oberösterreich;112058;1706;107131;213;64;4525493;689413;3836080
2021-05-02T09:30:00+02:00;5;Salzburg;48073;565;45826;81;19;1676569;363224;1313345
2021-05-02T09:30:00+02:00;6;Steiermark;75283;2002;69491;263;53;3831785;675232;3156553
